doi,title
10.1016/j.bspc.2019.101690,Heartbeat classification using local transform pattern feature and hybrid neural fuzzy-logic system based on self-organizing map
10.1007/s11128-019-2515-z,New EAQEC codes constructed from Galois LCD codes
10.1016/j.patrec.2019.11.004,Moving object detection under different weather conditions using full-spectrum light sources
10.1016/j.compedu.2019.103761,Understanding higher education learners' acceptance and use of mobile devices for language learning: A Rasch-based path modeling approach
10.1016/j.engappai.2019.103399,A segmentation-based approach for polyp counting in the wild
10.1016/j.sigpro.2019.107382,Robust adaptive beamforming via coprime coarray interpolation
10.1016/j.bspc.2019.101765,Skin lesion classification enhancement using border-line features – The melanoma vs nevus problem
10.1016/j.engappai.2019.103327,Meta-cognitive recurrent kernel online sequential extreme learning machine with kernel adaptive filter for concept drift handling
10.1016/j.cageo.2019.104388,Landslide detection based on contour-based deep learning framework in case of national scale of Nepal in 2015
10.1016/j.bspc.2019.101745,Ternary-task convolutional bidirectional neural turing machine for assessment of EEG-based cognitive workload
10.1016/j.cageo.2019.104376,Random noise attenuation of 2D seismic data based on sparse low-rank estimation of the seismic signal
10.1016/j.engappai.2019.103369,A population-based iterated greedy algorithm for no-wait job shop scheduling with total flow time criterion
10.1016/j.jnca.2019.102497,"An energy, performance efficient resource consolidation scheme for heterogeneous cloud datacenters"
10.1016/j.engappai.2019.103378,Estimating cement compressive strength using three-dimensional microstructure images and deep belief network
10.1016/j.robot.2019.103377,A chaotic path planning generator based on logistic map and modulo tactics
10.1016/j.jisa.2019.102424,"Red-cyan anaglyph image watermarking using DWT, Hadamard transform and singular value decomposition for copyright protection"
10.1016/j.compenvurbsys.2019.101427,Integrated Multimedia City Data (iMCD): A composite survey and sensing approach to understanding urban living and mobility
10.1016/j.phycom.2019.100926,Mission-critical user priority-based cooperative resource allocation schemes for multi-layer next-generation public safety networks
10.1016/j.bspc.2019.101766,Multiplanar reconstruction with incomplete data via enhanced fuzzy radial basis function neural networks
10.1016/j.jisa.2019.102420,Hiding data in dual color images reversibly via weighted matrix
10.1016/j.jnca.2019.102498,A robust multimedia traffic SDN-Based management system using patterns and models of QoE estimation with BRNN
10.1016/j.patrec.2019.11.025,An end-to-end deep learning system for medieval writer identification
10.1016/j.patrec.2019.11.030,What is the minimum training data size to reliably identify writers in medieval manuscripts
10.1016/j.engappai.2019.103367,"Picture fuzzy time series: Defining, modeling and creating a new forecasting method"
10.1016/j.comnet.2019.107028,Subchannel and Resource Allocation in Cognitive Radio Sensor Network with Wireless Energy Harvesting
10.1016/j.jcta.2019.105169,Partition-balanced families of codes and asymptotic enumeration in coding theory
10.1016/j.mejo.2019.104665,Efficient power distribution model for IoT nodes driven by energy harvested from low power ambient RF signal
10.1016/j.cie.2019.106191,An adaptive network-based fuzzy inference system to supply chain performance evaluation based on SCOR® metrics
10.1016/j.jnca.2019.102496,LAM-CIoT: Lightweight authentication mechanism in cloud-based IoT environment
10.1016/j.engappai.2019.103364,Stochastic topic models for large scale and nonstationary data
10.1016/j.jisa.2019.102409,Optimized in-network authentication against pollution attacks in software-defined-named data networking
10.1016/j.jisa.2019.102407,Blockchain-based electronic healthcare record system for healthcare 4.0 applications
10.1016/j.jisa.2019.102423,Visualizing the outcome of dynamic analysis of Android malware with VizMal
10.1016/j.compedu.2019.103760,"Factors affecting Nigerian teacher educators’ technology integration: Considering characteristics, knowledge constructs, ICT practices and beliefs"
10.1016/j.bspc.2019.101733,Multi-DoF continuous estimation for wrist torques using stacked autoencoder
10.1016/j.engappai.2019.103372,A review of machine learning for new generation smart dispatch in power systems
10.1007/s10916-019-1473-4,Private Hospital Workflow Optimization via Secure k-Means Clustering
10.1145/3336191.3371775,Separate And Attend in Personal Email Search
10.1016/j.automatica.2019.108699,Cohesive networks using delayed self reinforcement
10.1016/j.jisa.2019.102411,Non-transitive and collusion resistant quorum controlled proxy re-encryption scheme for resource constrained networks
10.1016/j.mejo.2019.104666,Design of hybrid flash-SAR ADC using an inverter based comparator in 28 nm CMOS
10.1007/s10916-019-1443-x,A High Precision Real-time Premature Ventricular Contraction Assessment Method based on the Complex Feature Set
10.1016/j.eswa.2019.113096,The solution of the concurrent layout scheduling problem in the job-shop environment through a local neighborhood search algorithm
10.1016/j.jisa.2019.102421,Implementation and practical problems of chaos-based cryptography revisited
10.1016/j.bspc.2019.101741,An efficient removal of power-line interference and baseline wander from ECG signals by employing Fourier decomposition technique
10.1016/j.cie.2019.106192,PF-TOPSIS method based on CPFRS models: an application to unconventional emergency events
10.1016/j.automatica.2019.108707,Analysis of compressed distributed adaptive filters
10.1016/j.image.2019.115705,An improved reversible watermarking scheme using weighted prediction and watermarking simulation
10.1016/j.engappai.2019.103380,Lazy reinforcement learning for real-time generation control of parallel cyber–physical–social energy systems
10.1016/j.specom.2019.11.005,Audio-visual speech comprehension in noise with real and virtual speakers
10.1016/j.engappai.2019.103315,Veracity handling and instance reduction in big data using interval type-2 fuzzy sets
10.1016/j.patrec.2019.11.027,Segmentation strategies for the alpha-tree data structure
10.1016/j.cosrev.2019.100215,Transaction scheduling protocols for controlling priority inversion: A review
10.1016/j.neunet.2019.11.007,Simultaneously learning affinity matrix and data representations for machine fault diagnosis
10.1016/j.cmpb.2019.105224,Length of stay prediction for ICU patients using individualized single classification algorithm
10.1016/j.cose.2019.101677,Cybersecurity for industrial control systems: A survey
10.1016/j.cose.2019.101679,Shapeshifter: Intelligence-driven data plane randomization resilient to data-oriented programming attacks
10.1016/j.engappai.2019.103382,A robust neural network approximation-based prescribed performance output-feedback controller for autonomous underwater vehicles with actuators saturation
10.1016/j.bspc.2019.101747,Automated myocardial infarction identification based on interbeat variability analysis of the photoplethysmographic data
10.1016/j.phycom.2019.100939,Outage probability of direct and relay signal selection over non-identical channel estimation error
10.1016/j.phycom.2019.100920,When distributed switch-and-stay combining meets buffer in IoT relaying networks
10.1016/j.comnet.2019.107025,Robust data collection for energy-harvesting wireless sensor networks
10.1016/j.micpro.2019.102943,Probabilistic Approximation of Runtime Quantitative Verification in Self-Adaptive Systems
10.1016/j.scico.2019.102371,Formalizing SPARCv8 instruction set architecture in Coq
10.1016/j.dsp.2019.102616,Knowledge-aided covariance estimate via geometric mean for adaptive detection
10.1016/j.jisa.2019.102408,Adjusting lexical features of actual proxy logs for intrusion detection
10.1016/j.sigpro.2019.107380,Fourth-order direction finding in antenna arrays with partial channel gain/phase calibration
10.1016/j.bspc.2019.101739,Predicting the occurrence of wrist tremor based on electromyography using a hidden Markov model and entropy based learning algorithm
10.1016/j.bspc.2019.101758,Automatic diagnosis of valvular heart diseases by impedance cardiography signal processing
10.1016/j.image.2019.115715,Reversible data hiding based on RSBEMD coding and adaptive multi-segment left and right histogram shifting
10.1016/j.phycom.2019.100951,Compressive spectrum sensing using complementary matrices for cooperative cognitive radio networks under a non-reconstruction framework
10.1016/j.sigpro.2019.107384,Direct Estimation of Multiple Time-varying Frequencies of Non-stationary Signals
10.1016/j.automatica.2019.108720,On ℓ1-gain control of 2-D positive Roesser systems with directional delays: Necessary and sufficient conditions
10.1016/j.dsp.2019.102619,Adaptive transmit array sidelobe control using FDA-MIMO for tracking in joint radar-communications
10.1016/j.infsof.2019.106234,How are distributed bugs diagnosed and fixed through system logs
10.1016/j.engappai.2019.103356,A tour-guide robot: Moving towards interaction with humans
10.1016/j.compind.2019.103154,A new function-based patent knowledge retrieval tool for conceptual design of innovative products
10.1016/j.bspc.2019.101725,Integration of a knowledge-based constraint into generative models with applications in semi-automatic segmentation of liver tumors
10.1016/j.infsof.2019.106224,Adequate vs. Inadequate Test Suite Reduction Approaches
10.1016/j.dsp.2019.102617,A sliding-window DFT based algorithm for parameter estimation of multi-frequency signal
10.1016/j.engappai.2019.103384,Uncertainties in conditional probability tables of discrete Bayesian Belief Networks: A comprehensive review
10.1016/j.bspc.2019.101785,Detection of cervical lesion region from colposcopic images based on feature reselection
10.1016/j.cie.2019.106202,Ambulance allocation considering the spatial randomness of demand
10.1016/j.jag.2019.102006,"Automated lithological mapping by integrating spectral enhancement techniques and machine learning algorithms using AVIRIS-NG hyperspectral data in Gold-bearing granite-greenstone rocks in Hutti, India"
10.1016/j.dsp.2019.102618,Ambiguity function and imaging performance of coded FMCW waveforms with fast 4D receiver processing in MIMO radar
10.1016/j.patrec.2019.11.007,DELP-DAR system for license plate detection and recognition
10.1016/j.comnet.2019.107026,Mining nested flow of dominant APIs for detecting android malware
10.1016/j.compenvurbsys.2019.101421,Towards the generation of 3D OpenStreetMap building models from single contributed photographs
10.1007/s42979-019-0050-8,Mitigating Metaphors: A Comprehensible Guide to Recent Nature-Inspired Algorithms
10.1016/j.compedu.2019.103759,Exploring the evolution of two girls’ conceptions and practices in computational thinking in science
10.1016/j.automatica.2019.108694,Neural sliding-mode pinning control for output synchronization for uncertain general complex networks
10.1016/j.ijar.2019.11.003,Quantitative three-way class-specific attribute reducts based on region preservations
10.1016/j.compind.2019.07.007,Neutrosophic fusion of rough set theory: An overview
10.1016/j.engappai.2019.103370,Performance analysis of Chaotic Multi-Verse Harris Hawks Optimization: A case study on solving engineering problems
10.1016/j.compenvurbsys.2019.101443,An integrated physical-social analysis of disrupted access to critical facilities and community service-loss tolerance in urban flooding
10.1016/j.jag.2019.101990,A new supervised classifier exploiting spectral-spatial information in the Bayesian framework
10.1016/j.automatica.2019.108690,"Frequency-domain analysis of linear systems with periodic jumps: Definition of hybrid transfer function, pole and zero"
10.1016/j.compchemeng.2019.106656,A Novel Hybrid Harris Hawks Optimization and Support Vector Machines for Drug Design and Discovery
10.1016/j.automatica.2019.108706,A distributed method to avoid higher-order deadlocks in multi-robot systems
10.1016/j.robot.2019.103374,Estimation and exploitation of objects ’ inertial parameters in robotic grasping and manipulation: A survey
10.1016/j.infoandorg.2019.100274,Keeping the family together: Sustainability and modularity in community source development
10.1016/j.bspc.2019.101724,Multi-modality medical images fusion based on local-features fuzzy sets and novel sum-modified-Laplacian in non-subsampled shearlet transform domain
10.1016/j.automatica.2019.108703,Mass–spring–damper networks for distributed optimization in non-Euclidean spaces
10.1016/j.phycom.2019.100941,Power allocation scheme based on support vector machine forDAS and CAS
10.1016/j.neuroimage.2019.116439,Subdividing the superior longitudinal fasciculus using local quantitative MRI
10.1016/j.neucom.2019.11.068,RADC-Net: A residual attention based convolution network for aerial scene classification
10.1016/j.ins.2019.12.012,CONAN: A Framework for Detecting and Handling Collusion in Crowdsourcing
10.1007/s11128-019-2527-8,Experimental realization of quantum teleportation using coined quantum walks
10.1016/j.future.2019.11.043,HGC: HyperGraph based Clustering scheme for power aware wireless sensor networks
10.1016/j.comcom.2019.11.041,Unified call admission control in corporate domains
10.1016/j.robot.2019.103386,Learning inverse kinematics and dynamics of a robotic manipulator using generative adversarial networks
10.1016/j.asoc.2019.105987,SPCM: Image quality assessment based on symmetry phase congruency
10.1016/j.neucom.2019.11.080,Hierarchical and overlapping social circle identification in ego networks based on link clustering
10.1016/j.comnet.2019.106981,VeriTable: Fast equivalence verification of multiple large forwarding tables
10.1109/TSP.2019.2957607,Un-Rectifying Non-Linear Networks for Signal Representation
10.1007/s11704-019-8123-3,A correlative denoising autoencoder to model social influence for top- N recommender system
10.1016/j.asoc.2019.105970,A hybrid optimized error correction system for time series forecasting
10.1007/s10458-019-09432-y,Bounds and dynamics for empirical game theoretic analysis
10.1016/j.comnet.2019.107036,Faster R-CNN for multi-class fruit detection using a robotic vision system
10.1016/j.compedu.2019.103777,Adaptive learning path recommender approach using auxiliary learning objects
10.1016/j.jcss.2019.12.001,Complete simulation of automata networks
10.1016/j.sysarc.2019.101697,Genetic algorithm based estimation of non–functional properties for GPGPU programs
10.1016/j.sysarc.2019.101695,Multi-teacher knowledge distillation for compressed video action recognition based on deep learning
10.1016/j.phycom.2019.100957,Multi-Gigabit/s OFDM real-time based transceiver engine for emerging 5G MIMO systems
10.1016/j.media.2019.101625,Multi-modal neuroimaging feature selection with consistent metric constraint for diagnosis of Alzheimer's disease
10.1016/j.compmedimag.2019.101674,Fast fully automatic heart fat segmentation in computed tomography datasets
10.1016/j.sigpro.2019.107406,Sparse deconvolution via off-grid T.V minimization
10.1016/j.bspc.2019.101789,Cross-task extreme learning machine for breast cancer image classification with deep convolutional features
10.1016/j.image.2019.115723,Underwater image enhancement based on conditional generative adversarial network
10.1016/j.neuroimage.2019.116435,The effect of global signal regression on DCM estimates of noise and effective connectivity from resting state fMRI
10.1016/j.ijhcs.2019.102381,A multiple warning and smart monitoring system using wearable devices for home care
10.1016/j.asoc.2019.105962,A novel method for constructing the optimal hierarchical structure based on fuzzy granular space
10.1016/j.cor.2019.104861,Block-insertion-based algorithms for the linear ordering problem
10.1016/j.eswa.2019.113118,SCGSA: A sine chaotic gravitational search algorithm for continuous optimization problems
10.1016/j.jcp.2019.109165,"The image-based multiscale multigrid solver, preconditioner, and reduced order model"
10.1016/j.cose.2019.101684,Deanonymizing Tor hidden service users through Bitcoin transactions analysis
10.1016/j.is.2019.101478,JSON: Data model and query languages
10.1016/j.asoc.2019.105963,A spatio-temporal decomposition based deep neural network for time series forecasting
10.1016/j.comcom.2019.11.034,Net-Police: A network patrolling service for effective mitigation of volumetric DDoS attacks
10.1016/j.comcom.2019.11.023,Mutated k-means algorithm for dynamic clustering to perform effective and intelligent broadcasting in medical surveillance using selective reliable broadcast protocol in VANET
10.1016/j.asoc.2019.105977,DSCTool: A web-service-based framework for statistical comparison of stochastic optimization algorithms
10.1007/s10957-019-01615-7,Iteration-Complexity and Asymptotic Analysis of Steepest Descent Method for Multiobjective Optimization on Riemannian Manifolds
10.1016/j.bspc.2019.101751,Features fusion of multichannel wrist pulse signal based on KL-MGDCCA and decision level combination
10.1016/j.neucom.2019.11.088,Weighted Triple-Sequence Loss for Video-based Person Re-identification
10.1016/j.cor.2019.104862,Joint optimization of dynamic pricing and lot-sizing decisions with nonlinear demands: Theoretical and computational analysis
10.1016/j.cogsys.2019.12.002,Socially Emotional Brain-Inspired Cognitive Architecture Framework for Artificial Intelligence
10.1007/s10664-019-09773-y,What distinguishes great software engineers
10.1145/3371127,SyTeCi: Automating Contextual Equivalence for Higher-Order Programs with References
10.1016/j.compeleceng.2019.106526,Blockchain for cloud exchange: A survey
10.1016/j.adhoc.2019.102055,Few shot learning for multi-class classification based on nested ensemble DSVM
10.1016/j.phycom.2019.100947,LDPC-based Joint Source Channel Coding and Decoding Strategies for single relay cooperative communications
10.1016/j.future.2019.12.003,A power-domain NOMA based overlay spectrum sharing scheme
10.1016/j.asoc.2019.105991,Hybrid multi-objective evolutionary algorithm based on Search Manager framework for big data optimization problems
10.1016/j.scico.2019.102376,End-to-end information flow security for web services orchestration
10.1016/j.future.2019.11.033,An IoT platform for the analysis of brain CT images based on Parzen analysis
10.1016/j.sigpro.2019.107418,Coordinate Descent Algorithms for Phase Retrieval
10.1016/j.jss.2019.110488,Component-based development of embedded systems with GPUs
10.1016/j.sigpro.2019.107408,Gaussian-categorical Bayesian inference for massive MIMO downlink channel estimation
10.1016/j.eswa.2019.113115,Swash: A Collective Personal Name Matching Framework
10.1016/j.adhoc.2019.102047,An intelligent Edge-IoT platform for monitoring livestock and crops in a dairy farming scenario
10.1016/j.ijar.2019.11.011,Variance based three-way clustering approaches for handling overlapping clustering
10.1016/j.sigpro.2019.107415,Automatic Shadow Detection and Removal using Image Matting
10.1016/j.neucom.2019.11.069,Vehicle re-identification in tunnel scenes via synergistically cascade forests
10.1007/s11704-018-7217-7,TRAP: trace runtime analysis of properties
10.1016/j.asoc.2019.105971,Hybrid strategy for selecting compact set of clustering partitions
10.1016/j.jfranklin.2019.11.072,Synchronization in finite/fixed time of fully complex-valued dynamical networks via nonseparation approach
10.1016/j.tcs.2019.12.002,An evolutionary algorithm for automated machine learning focusing on classifier ensembles: An improved algorithm and extended results
10.1016/j.jfranklin.2019.11.074,Training a multilayer network with low-memory kernel-and-range projection
10.1016/j.neucom.2019.11.061,Deep Semantic Cross Modal Hashing with Correlation Alignment
10.1016/j.neucom.2019.11.086,Distributed extremum seeking control of multi-agent systems with unknown dynamics for optimal resource allocation
10.1007/978-3-030-36056-6_10,Genetic Algorithm Based Parallel K-Means Data Clustering Algorithm Using MapReduce Programming Paradigm on Hadoop Environment (GAPKCA)
10.1016/j.sigpro.2019.107400,Optimal power allocation for M-ary distributed detection in the presence of channel uncertainty
10.1016/j.asoc.2019.105986,Hand-crafted and deep convolutional neural network features fusion and selection strategy: An application to intelligent human action recognition
10.1007/s11704-018-7395-3,Connection models for the Internet-of-Things
10.1016/j.jfranklin.2019.11.077,Adaptive output-feedback time-varying formation tracking control for multi-agent systems with switching directed networks
10.1016/j.ijhcs.2019.102380,A physical learning companion for Mental-Imagery BCI User Training
10.1016/j.automatica.2019.108799,Robust output consensus of homogeneous multi-agent systems with negative imaginary dynamics
10.1016/j.cie.2019.106195,Augmented Reality in Support of Intelligent Manufacturing – A Systematic Literature Review
10.1016/j.future.2019.11.042,Parallelizing Machine Learning as a service for the end-user
10.1016/j.asoc.2019.105961,Representing complex intuitionistic fuzzy set by quaternion numbers and applications to decision making
10.1016/j.eswa.2019.113099,Multi-depot vehicle routing problem with risk mitigation: Model and solution algorithm
10.1016/j.compedu.2019.103782,Three types of integrated course designs for using mobile technologies to support creativity in higher education
10.1016/j.eswa.2019.113124,A batch informed sampling-based algorithm for fast anytime asymptotically-optimal motion planning in cluttered environments
10.1016/j.jbi.2019.103342,Patient Empowerment for Cancer Patients through a Novel ICT Infrastructure
10.1016/j.cam.2019.112636,"Fully Decoupled, Linear and Unconditionally Energy Stable Time Discretization Scheme for Solving the Magneto-Hydrodynamic Equations"
10.1016/j.compag.2019.105118,Multimodal neural network with clustering-based drop for estimating plant water stress
10.1016/j.cam.2019.112656,Picture fuzzy regression functions approach for financial time series based on ridge regression and genetic algorithm
10.1016/j.robot.2019.103401,Enhancing adaptability with local reactive behaviors for hexapod walking robot via sensory feedback integrated central pattern generator
10.1016/j.cageo.2019.104396,Imaging sedimentary basins from high-resolution aeromagnetics and texture analysis
10.1016/j.neucom.2019.11.038,Self-supervised monocular image depth learning and confidence estimation
10.1016/j.cose.2019.101683,LocAuth: A fine-grained indoor location-based authentication system using wireless networks characteristics
10.1007/s11192-019-03303-9,Related records retrieval and pennant retrieval: an exploratory case study
10.1109/TSP.2019.2957640,Robust Two-Stage Reduced-Dimension Sparsity-Aware STAP for Airborne Radar With Coprime Arrays
10.1016/j.ins.2019.12.004,Low-rank nonnegative matrix factorization on Stiefel manifold
10.1016/j.sigpro.2019.107413,Black box variational inference to adaptive kalman filter with unknown process noise covariance matrix
10.1016/j.jcss.2019.11.001,Faster Graph bipartization
10.1016/j.compedu.2019.103776,Using multi-platform learning analytics to compare regional and global MOOC learning in the Arab world
10.1016/j.eswa.2019.113123,Fuzzy optimization model for electric vehicle routing problem with time windows and recharging stations
10.1016/j.sigpro.2019.107422,Towards feature representation for steganalysis of spatial steganography
10.1016/j.tele.2019.101318,User acceptance of smart wearable devices: An expectation-confirmation model approach
10.1007/s10957-019-01609-5,A Unified Approach Through Image Space Analysis to Robustness in Uncertain Optimization Problems
10.1016/j.compedu.2019.103781,"The agency effect: The impact of student agency on learning, emotions, and problem-solving behaviors in a game-based learning environment"
10.1016/j.neucom.2019.11.090,Neuroevolutionary based convolutional neural network with adaptive activation functions
10.1016/j.ins.2019.12.010,Mining weighted subgraphs in a single large graph
10.1016/j.asoc.2019.105954,Hybrid whale optimization algorithm enhanced with Lévy flight and differential evolution for job shop scheduling problems
10.1016/j.csl.2019.101055,A survey on automatic speech recognition systems for Portuguese language and its variations
10.1016/j.future.2019.11.034,Similarity-based Android malware detection using Hamming distance of static binary features
10.1016/j.cageo.2019.104395,Superpixel generation for polarimetric SAR using Hierarchical Energy maximization
10.1016/j.mejo.2019.104675,Sub-μW Tow-Thomas based biquad filter with improved gain for biomedical applications
10.1016/j.artint.2019.103212,Governing convergence of Max-sum on DCOPs through damping and splitting
10.1016/j.cmpb.2019.105265,A Cross-dataset Deep learning-based Classifier for People Fall Detection and Identification
10.1016/j.jfranklin.2019.11.040,A new Lyapunov-like functional approach to dwell-time dependent stability for impulsive systems
10.1016/j.neuroimage.2019.116367,Sparse DCM for whole-brain effective connectivity from resting-state fMRI data
10.1016/j.robot.2019.103394,Assistive devices of human knee joint: A review
10.1145/3336191.3371813,AutoBlock: A Hands-off Blocking Framework for Entity Matching
10.1007/s10458-019-09429-7,Partition decision trees: representation for efficient computation of the Shapley value extended to games with externalities
10.1109/TPDS.2019.2957746,Towards Power Efficient High Performance Packet I/O
10.1016/j.jss.2019.110484,"Modeling, analyzing and predicting security cascading attacks in smart buildings systems-of-systems"
10.1016/j.dss.2019.113227,An intelligent decision support system prototype for hinterland port logistics
10.1016/j.neunet.2019.11.021,Exploiting the stimuli encoding scheme of evolving Spiking Neural Networks for stream learning
10.1016/j.scico.2019.102374,Optimizing backbone filtering
10.1016/j.jss.2019.110490,Automatic retrieval and analysis of high availability scenarios from system execution traces: A case study on hot standby router protocol
10.1007/s11192-019-03321-7,Network inertia and inbound open innovation: is there a bidirectional relationship?
10.1016/j.bspc.2019.101660,Application of intelligent automatic segmentation and 3D reconstruction of inferior turbinate and maxillary sinus from computed tomography and analyze the relationship between volume and nasal lesion
10.1016/j.jss.2019.110494,LAURA architecture: Towards a simpler way of building situation-aware and business-aware IoT applications
10.1016/j.jcp.2019.109156,A stable parareal-like method for the second order wave equation
10.1016/j.engappai.2019.103407,Improved stochastic fractal search algorithm and modified cost function for automatic generation control of interconnected electric power systems
10.1016/j.sigpro.2019.107421,Image watermarking based on matrix decomposition and gyrator transform in invariant integer wavelet domain
10.1016/j.ins.2019.11.034,Transfer learning for vehicle detection using two cameras with different focal lengths
10.1109/TSP.2019.2957636,CSI-Independent Non-Linear Signal Detection in Molecular Communications
10.1016/j.sysconle.2019.104579,Strict Lyapunov–Krasovskiĭ Functionals for undirected networks of Euler–Lagrange systems with time-varying delays
10.1007/s11128-019-2531-z,Implementation of quantum secret sharing and quantum binary voting protocol in the IBM quantum computer
10.1016/j.ins.2019.12.002,Hybrid query expansion using lexical resources and word embeddings for sentence retrieval in question answering
10.1016/j.eswa.2019.113104,A hybrid approach for portfolio selection with higher-order moments: Empirical evidence from Shanghai Stock Exchange
10.1016/j.pmcj.2019.101109,ReCon: Sybil-resistant consensus from reputation
10.1016/j.comcom.2019.12.005,User mobility and Quality-of-Experience aware placement of Virtual Network Functions in 5G
10.1016/j.jss.2019.110489,A model-driven approach for the development of native mobile applications focusing on the data layer
10.1016/j.sigpro.2019.107409,Efficient Focused Energy Delivery with Grating Lobe Mitigation for Precision Electronic Warfare
10.1016/j.compeleceng.2019.106530,Arm fracture detection in X-rays based on improved deep convolutional neural network
10.1016/j.neunet.2019.11.018,Structured pruning of recurrent neural networks through neuron selection
10.1016/j.asoc.2019.105974,Lion swarm optimization algorithm for comparative study with application to optimal dispatch of cascade hydropower stations
10.1007/s11192-019-03314-6,The impact of a paper’s new combinations and new components on its citation
10.1016/j.bspc.2019.101788,Classification of heart sounds using fractional fourier transform based mel-frequency spectral coefficients and traditional classifiers
10.1016/j.ejc.2019.103056,Sequences of integers with three missing separations
10.1007/s40815-019-00760-5,Finite-Time Fault Tracking Control for T–S Fuzzy Systems Using Intermediate Estimator
10.1016/j.future.2019.11.038,Strict Timed Causal Consistency as a Hybrid Consistency Model in the Cloud Environment
10.1007/s11192-019-03311-9,Nine million book items and eleven million citations: a study of book-based scholarly communication using OpenCitations
10.1016/j.cviu.2019.102879,Horizon line detection using supervised learning and edge cues
10.1016/j.comnet.2019.107046,Limitations and sidelink-based extensions of 3GPP cellular access protocols for very crowded environments
10.1016/j.compchemeng.2019.106672,Decision-support challenges in the chemical-pharmaceutical industry: Findings and future research directions
10.1016/j.comcom.2019.12.002,Heterogeneous information network-based music recommendation system in mobile networks
10.1016/j.jisa.2019.102428,"Colour image encryption algorithm combining, Arnold map, DNA sequence operation, and a Mandelbrot set"
10.1016/j.array.2019.100013,A novel intrusion detection system against spoofing attacks in connected electric vehicles
10.1016/j.ins.2019.11.042,Spatio-spectral networks for color-texture analysis
10.1016/j.ffa.2019.101623,On Hermitian LCD codes and their Gray image
10.1016/j.eswa.2019.113128,Leveraging feature selection to detect potential tax fraudsters
10.1016/j.neucom.2019.11.031,"Simultaneous identification, tracking control and disturbance rejection of uncertain nonlinear dynamics systems: A unified neural approach"
10.1016/j.compeleceng.2019.106528,Low-power ternary content-addressable memory design based on a voltage self-controlled fin field-effect transistor segment
10.1016/j.comnet.2019.107044,"PiNcH: An effective, efficient, and robust solution to drone detection via network traffic analysis"
10.1016/j.pmcj.2019.101104,A novel data exploitation framework based on blockchain
10.1016/j.eswa.2019.113112,Distributed version of hybrid swarm intelligence-Nelder Mead algorithm for DOA estimation in WSN
10.1007/s40815-019-00773-0,Practical Finite-Time Fuzzy Control for Hamiltonian Systems via Adaptive Event-Triggered Approach
10.1016/j.ins.2019.12.009,Optimization of vehicle speed for batches to minimize supply chain cost under uncertain demand
10.1016/j.neuroimage.2019.116453,Dynamic effective connectivity
10.1016/j.iot.2019.100151,FESC: Functionally Equivalent Service Composition
10.1016/j.ins.2019.12.001,Removing Moiré Patterns from Single Images
10.1016/j.jfranklin.2019.11.069,Fixed-time consensus for uncertain multi-agent systems with actuator faults
10.1016/j.jcp.2019.109170,A phase-field moving contact line model with soluble surfactants
10.1016/j.jcp.2019.109168,Approximation of tensor fields on surfaces of arbitrary topology based on local Monge parametrizations
10.1016/j.eswa.2019.113121,Automatic detonator code recognition via deep neural network
10.1016/j.jfranklin.2019.11.063,Global fixed-time synchronization of chaotic systems with different dimensions
10.1016/j.aam.2019.101978,David-Barton type identities and alternating run polynomials
10.1016/j.csl.2019.101052,Sequence labeling to detect stuttering events in read speech
10.1007/s10458-019-09424-y,Strategic negotiations for extensive-form games
10.1016/j.automatica.2019.108702,Approximate convex hull based scenario truncation for chance constrained trajectory optimization
10.1016/j.sigpro.2019.107404,Rethinking sketching as sampling: A graph signal processing approach
10.1016/j.cag.2019.12.001,mpLBP: A point-based representation for surface pattern description
10.1016/j.neuroimage.2019.116444,Spatial attention enhances cortical tracking of quasi-rhythmic visual stimuli
10.1016/j.sigpro.2019.107417,Proximal Approaches for Matrix Optimization Problems: Application to Robust Precision Matrix Estimation
10.1016/j.jcp.2019.109173,Well balanced residual distribution for the ALE spherical shallow water equations on moving adaptive meshes
10.1016/j.comcom.2019.12.001,A recursive learning technique for improving information processing through message classification in IoT cloud storage
10.1016/j.cie.2019.106216,Multiobjective decisions for provider selection and order allocation considering the position of the CODP in a logistics service supply chain
10.1016/j.cam.2019.112635,Proper orthogonal decomposition method for multiscale elliptic PDEs with random coefficients
10.1016/j.eswa.2019.113117,Incremental and Dynamic Graph Construction with Application to Image Classification
10.1016/j.jss.2019.110487,Google Summer of Code: Student Motivations and Contributions
10.1109/TSP.2019.2957638,Computationally Efficient Distributed Multi-Sensor Fusion With Multi-Bernoulli Filter
10.1016/j.ins.2019.12.008,Aggregation of infinite chains of intuitionistic fuzzy sets and their application to choices with temporal intuitionistic fuzzy information
10.1016/j.bspc.2019.101764,FSIFT-PLV: An emerging phase synchrony index
10.1016/j.future.2019.11.041,Proactive content caching using surplus renewable energy: A win–win solution for both network service and energy providers
10.1007/s40815-019-00765-0,Novel Approach of Obtaining Dynamic Multi-attribute Weight for Intuitionistic Fuzzy Environment Based on Fractional Integrals
10.1016/j.asoc.2019.105975,Designing a composite deep learning based differential protection scheme of power transformers
10.1016/j.neucom.2019.11.097,Multiobjective ResNet pruning by means of EMOAs for remote sensing scene classification
10.1016/j.ins.2019.11.045,Recommending investors for new startups by integrating network diffusion and investors’ domain preference
10.1016/j.bspc.2019.101740,"Enhancing detection of retinal blood vessels by combined approach of DWT, Tyler Coye and Gamma correction"
